Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
44.0,2,1,0,0,70440.0,1572.0,4669.0,49.0,690.0,81.0,499.0,76.0,81.0,88.0,5,10,7,1,1,3,2
51.0,2,1,1,2,38232.0,122.0,4568.0,84.0,43.0,5.0,28.0,7.0,6.0,33.0,3,1,3,4,0,5,0
67.0,4,1,1,2,22554.0,41.0,5008.0,38.0,27.0,0.0,10.0,0.0,0.0,4.0,2,0,4,4,0,5,0
39.0,4,1,1,1,23536.0,10.0,4430.0,53.0,6.0,0.0,3.0,0.0,0.0,1.0,0,0,3,1,0,3,0
70.0,2,1,1,1,49413.0,304.0,4652.0,88.0,205.0,7.0,41.0,3.0,2.0,46.0,4,2,5,2,0,5,1
53.0,2,1,1,2,42231.0,37.0,4501.0,99.0,24.0,0.0,8.0,0.0,1.0,4.0,1,0,3,1,0,5,0
42.0,3,0,0,0,78789.0,1754.0,5095.0,12.0,667.0,50.0,556.0,21.0,81.0,83.0,4,6,5,1,0,2,2
54.0,2,1,1,1,56534.0,815.0,4746.0,35.0,691.0,7.0,61.0,10.0,0.0,46.0,10,4,7,4,2,8,1
51.0,2,0,1,1,58350.0,1001.0,4946.0,5.0,493.0,26.0,206.0,116.0,80.0,80.0,8,3,12,4,0,6,1
33.0,2,0,0,0,81217.0,1157.0,4750.0,77.0,493.0,70.0,324.0,120.5,40.0,84.0,3,7,11,1,0,1,2
71.0,2,0,1,1,49090.0,688.0,4750.0,45.0,494.0,5.0,82.0,7.0,0.0,100.0,7,2,9,3,0,7,1
35.0,3,0,0,0,61787.0,1319.0,4763.0,71.0,621.0,73.0,414.0,78.0,48.0,85.0,8,4,6,1,0,5,2
37.0,4,1,1,1,18169.0,21.0,4900.0,40.0,9.0,0.0,5.0,0.0,0.0,7.0,1,0,2,1,0,8,0
41.0,1,0,1,1,24336.0,31.0,5076.0,82.0,1.0,6.0,2.0,8.0,2.0,12.0,1,0,2,1,0,7,0
32.0,2,1,0,0,18222.0,67.0,4950.0,70.0,12.0,4.0,19.0,12.0,6.0,14.0,2,0,3,1,0,8,0
70.0,2,0,1,1,62335.0,708.0,4807.0,87.0,243.0,81.0,217.0,85.0,6.0,26.0,3,3,13,2,0,2,1
51.0,1,1,1,2,42033.0,25.0,5053.0,95.0,11.0,1.0,4.0,2.0,0.0,7.0,1,0,2,1,0,7,0
39.0,4,1,0,0,86580.0,746.0,4892.0,72.0,532.0,21.0,127.0,26.0,20.0,20.0,4,2,5,0,1,1,2
65.0,4,0,1,2,41437.0,32.0,5050.0,5.0,29.0,0.0,2.0,0.0,0.0,1.0,1,0,3,1,0,7,0
71.0,3,0,1,2,73705.0,1695.0,4521.0,86.0,612.0,81.0,520.0,120.5,81.0,107.0,9,6,8,2,0,5,1
46.0,2,1,1,1,61064.0,1080.0,5072.0,80.0,387.0,81.0,342.0,0.0,45.0,126.5,8,4,11,5,0,6,1
67.0,3,1,1,2,38452.0,72.0,4496.0,62.0,56.0,0.0,14.0,0.0,0.0,2.0,3,0,3,3,0,7,0
33.0,2,0,1,1,18358.0,57.0,4626.0,49.0,6.0,8.0,19.0,16.0,4.0,4.0,3,0,4,3,0,7,0
49.0,4,1,1,1,55012.0,660.0,4505.0,85.0,582.0,0.0,65.0,0.0,0.0,13.0,8,2,9,6,0,5,1
49.0,0,1,1,1,9722.0,103.0,5040.0,7.0,6.0,17.0,16.0,6.0,16.0,42.0,3,1,3,4,0,8,0
38.0,4,1,1,1,38175.0,153.0,4684.0,6.0,70.0,6.0,69.0,2.0,3.0,3.0,3,1,4,3,0,7,0
66.0,3,1,1,1,58656.0,1220.0,5052.0,25.0,962.0,12.0,194.0,16.0,24.0,12.0,7,8,13,4,1,6,1
57.0,2,1,1,1,52117.0,279.0,5087.0,55.0,112.0,10.0,107.0,30.0,0.0,20.0,5,2,4,2,0,7,1
44.0,2,1,1,1,64813.0,745.0,4583.0,81.0,293.0,0.0,124.0,120.5,81.0,52.0,7,2,10,1,0,5,1
49.0,4,1,1,1,54222.0,264.0,4525.0,98.0,199.0,12.0,31.0,3.0,12.0,7.0,3,3,5,1,0,3,0
36.0,2,1,0,0,83512.0,2157.0,4417.0,31.0,1060.0,61.0,556.0,80.0,20.0,101.0,4,7,10,1,4,1,2
63.0,3,1,1,1,77520.0,1526.0,4710.0,30.0,940.0,44.0,396.0,0.0,81.0,58.0,8,7,7,1,3,4,2
44.0,2,1,1,1,41154.0,69.0,4851.0,98.0,44.0,2.0,11.0,2.0,3.0,7.0,1,0,4,1,0,5,0
56.0,2,1,0,0,80398.0,1597.0,5001.0,92.0,342.0,51.0,556.0,120.5,35.0,26.0,5,8,12,1,1,3,2
30.0,0,0,1,1,18746.0,64.0,4436.0,41.0,2.0,10.0,11.0,12.0,9.0,20.0,3,0,3,2,0,6,0
38.0,2,1,1,1,35196.0,497.0,4998.0,68.0,75.0,12.0,141.0,43.0,39.0,126.5,6,1,5,6,0,8,1
66.0,2,0,1,1,60230.0,1067.0,4810.0,78.0,520.0,20.0,367.0,39.0,81.0,40.0,6,3,6,2,0,5,1
45.0,2,1,1,2,22108.0,31.0,4457.0,46.0,5.0,3.0,9.0,6.0,2.0,6.0,2,0,3,2,0,7,0
48.0,2,1,1,2,44392.0,211.0,4702.0,71.0,87.0,5.0,71.0,7.0,12.0,29.0,4,1,4,5,0,7,1
46.0,4,1,1,1,55424.0,877.0,4986.0,6.0,462.0,61.0,184.0,10.0,53.0,107.0,7,5,9,4,1,6,1
43.0,2,1,1,1,17688.0,11.0,4937.0,82.0,2.0,2.0,1.0,3.0,1.0,2.0,1,0,2,1,0,8,0
39.0,4,1,0,0,92491.0,2034.0,4829.0,71.0,979.0,44.0,556.0,29.0,25.0,22.0,7,5,12,1,3,3,2
31.0,2,0,0,0,90273.0,1991.0,4602.0,32.0,704.0,81.0,556.0,120.0,74.0,111.0,5,6,7,1,3,2,2
60.0,4,0,0,0,82571.0,1686.0,4493.0,28.0,861.0,31.0,556.0,62.0,81.0,79.0,6,5,13,0,1,2,2
40.0,4,0,1,1,38513.0,324.0,4557.0,20.0,172.0,3.0,115.0,16.0,0.0,18.0,6,1,5,5,0,8,1
43.0,3,0,1,1,16653.0,69.0,4477.0,10.0,5.0,7.0,31.0,15.0,4.0,7.0,2,1,3,3,0,6,0
67.0,2,1,1,2,42586.0,252.0,5013.0,7.0,194.0,2.0,56.0,0.0,0.0,0.0,4,1,6,5,0,8,0
57.0,0,0,1,1,23529.0,54.0,4943.0,67.0,9.0,7.0,13.0,3.0,2.0,20.0,1,1,2,1,0,6,0
61.0,3,1,1,2,74881.0,964.0,4883.0,48.0,505.0,72.0,270.0,36.0,27.0,54.0,9,2,12,4,0,5,1
71.0,2,1,1,1,71107.0,1327.0,4902.0,61.0,533.0,10.0,217.0,120.5,81.0,126.5,7,6,13,2,0,4,2
58.0,4,1,1,2,46910.0,68.0,4503.0,36.0,48.0,0.0,14.0,0.0,0.0,6.0,2,0,3,2,0,6,0
63.0,2,1,0,0,18690.0,60.0,4953.0,77.0,6.0,1.0,7.0,23.0,4.0,19.0,1,1,2,1,0,8,0
67.0,2,0,1,2,37244.0,55.0,4833.0,90.0,18.0,2.0,10.0,0.0,0.0,25.0,1,1,2,1,1,7,0
56.0,2,1,0,0,82427.0,1456.0,4514.0,35.0,482.0,81.0,509.0,104.0,81.0,107.0,3,5,12,1,1,1,2
64.0,1,0,1,1,75342.0,563.0,4824.0,38.0,204.0,81.0,97.0,21.0,81.0,26.0,5,2,10,1,0,4,1
68.0,2,0,1,1,70044.0,1504.0,4901.0,46.0,1073.0,0.0,250.0,120.5,14.0,14.0,7,10,5,4,0,5,1
55.0,2,0,1,2,79146.0,564.0,4471.0,33.0,245.0,16.0,223.0,21.0,43.0,16.0,8,1,8,2,0,6,1
59.0,2,1,0,0,77437.0,1125.0,4620.0,70.0,560.0,21.0,442.0,29.0,44.0,29.0,4,5,13,1,1,1,2
63.0,2,1,1,1,54984.0,358.0,4441.0,51.0,173.0,13.0,131.0,32.0,3.0,6.0,6,1,6,4,1,7,1
51.0,4,1,1,1,42403.0,42.0,4605.0,18.0,22.0,1.0,11.0,0.0,5.0,3.0,1,0,3,1,0,8,0
58.0,2,1,1,1,55761.0,184.0,4471.0,97.0,136.0,1.0,12.0,0.0,3.0,32.0,4,1,3,2,1,6,0
39.0,2,1,1,1,37292.0,460.0,4842.0,32.0,275.0,0.0,86.0,10.0,23.0,66.0,6,3,5,5,0,8,1
77.0,4,0,0,0,45576.0,145.0,4437.0,9.0,56.0,19.0,29.0,2.0,14.0,25.0,3,1,3,1,0,8,0
75.0,2,1,0,0,70321.0,1376.0,4934.0,6.0,303.0,23.0,556.0,82.0,26.0,126.5,6,5,13,1,0,4,2
53.0,4,0,1,1,58086.0,792.0,4930.0,80.0,708.0,7.0,62.0,0.0,0.0,15.0,11,3,7,2,0,8,1
70.0,2,1,0,0,81795.0,1382.0,5016.0,74.0,324.0,81.0,556.0,27.0,81.0,88.0,4,11,7,1,0,2,2
75.0,0,1,0,0,28389.0,28.0,4991.0,49.0,1.0,5.0,3.0,7.0,4.0,8.0,1,0,2,1,0,7,0
76.0,3,1,0,0,66835.0,1033.0,4679.0,21.0,620.0,26.0,195.0,34.0,17.0,126.5,6,4,13,1,0,2,2
53.0,2,0,1,1,69901.0,882.0,4801.0,95.0,312.0,21.0,206.0,102.0,81.0,126.5,7,3,10,3,0,5,1
73.0,4,1,0,0,80360.0,2231.0,4888.0,56.0,1225.0,81.0,454.0,112.0,43.0,43.0,4,4,5,2,3,2,2
61.0,4,1,1,1,63342.0,1101.0,5026.0,48.0,918.0,21.0,118.0,13.0,10.0,21.0,8,3,5,3,1,6,1
48.0,2,1,1,1,44989.0,369.0,5060.0,26.0,98.0,0.0,106.0,49.0,10.0,106.0,5,1,5,5,0,6,1
42.0,1,0,1,1,31859.0,48.0,4527.0,3.0,3.0,4.0,7.0,15.0,8.0,11.0,1,0,3,1,0,7,0
73.0,4,0,1,1,51569.0,467.0,4907.0,39.0,380.0,0.0,47.0,6.0,0.0,34.0,7,1,7,4,1,8,1
51.0,2,0,1,2,30372.0,44.0,4956.0,33.0,15.0,0.0,12.0,7.0,3.0,7.0,2,0,3,3,0,7,0
43.0,0,0,1,2,16014.0,38.0,4874.0,42.0,3.0,9.0,4.0,7.0,8.0,7.0,1,1,4,4,0,3,0
54.0,2,1,1,2,41120.0,81.0,4640.0,80.0,24.0,2.0,23.0,0.0,8.0,24.0,2,1,3,3,0,6,0
51.0,3,0,1,1,39763.0,167.0,4734.0,9.0,80.0,1.0,60.0,4.0,6.0,16.0,5,1,2,2,0,9,0
67.0,4,1,1,2,38725.0,45.0,4455.0,52.0,31.0,0.0,6.0,2.0,1.0,5.0,1,0,4,2,0,4,0
50.0,2,1,1,1,77981.0,664.0,4804.0,78.0,138.0,81.0,204.0,16.0,81.0,60.0,7,4,7,3,0,5,1
58.0,1,1,1,1,62905.0,622.0,4697.0,68.0,166.0,75.0,96.0,119.0,81.0,59.0,7,2,8,3,0,4,1
43.0,1,0,1,1,13533.0,48.0,4881.0,45.0,12.0,3.0,8.0,8.0,0.0,17.0,2,0,3,2,0,7,0
47.0,2,1,1,1,59481.0,461.0,4654.0,47.0,178.0,3.0,85.0,71.0,66.0,58.0,3,3,8,2,0,2,1
45.0,2,1,1,1,72117.0,1073.0,4718.0,34.0,707.0,20.0,171.0,65.0,60.0,50.0,9,7,9,1,0,5,2
36.0,1,1,1,1,21955.0,55.0,4700.0,81.0,5.0,1.0,7.0,17.0,14.0,11.0,2,1,3,2,0,6,0
66.0,2,1,1,1,67131.0,976.0,4865.0,72.0,465.0,71.0,250.0,93.0,35.0,62.0,9,2,12,3,0,6,1
42.0,4,0,1,1,36802.0,20.0,4418.0,23.0,16.0,1.0,2.0,0.0,0.0,1.0,1,0,3,1,0,5,0
40.0,2,1,0,0,71853.0,1149.0,4822.0,29.0,358.0,81.0,413.0,120.5,81.0,32.0,2,8,6,1,0,1,2
61.0,0,1,0,0,28249.0,43.0,4419.0,80.0,1.0,9.0,7.0,2.0,14.0,10.0,2,0,3,1,0,6,0
47.0,3,1,1,1,47808.0,224.0,4657.0,30.0,123.0,1.0,26.0,2.0,0.0,72.0,3,2,3,2,1,7,0
48.0,4,0,1,1,25509.0,101.0,5054.0,15.0,40.0,3.0,30.0,10.0,7.0,11.0,3,0,3,3,0,9,0
76.0,4,1,0,0,51012.0,209.0,4842.0,86.0,102.0,9.0,63.0,2.0,9.0,24.0,4,1,4,1,0,6,1
37.0,2,0,0,0,70596.0,968.0,5037.0,68.0,347.0,44.0,534.0,17.0,0.0,26.0,3,5,12,1,0,2,2
70.0,4,1,0,0,85431.0,1165.0,4791.0,54.0,376.0,53.0,462.0,120.5,53.0,53.0,2,7,7,1,0,0,2
55.0,2,1,1,1,42664.0,24.0,4508.0,44.0,21.0,0.0,3.0,0.0,0.0,0.0,1,0,3,1,0,6,0
67.0,2,1,1,2,42586.0,252.0,5013.0,7.0,194.0,2.0,56.0,0.0,0.0,0.0,4,1,6,5,0,8,0
37.0,2,0,1,1,29760.0,165.0,5074.0,87.0,64.0,4.0,68.0,7.0,5.0,17.0,3,1,4,4,0,8,0
45.0,4,1,0,0,28973.0,269.0,5029.0,59.0,206.0,0.0,46.0,3.0,2.0,12.0,5,1,5,2,0,8,0
49.0,4,1,1,1,39435.0,102.0,4732.0,16.0,71.0,0.0,18.0,0.0,0.0,13.0,3,1,2,1,0,7,0
38.0,1,1,0,0,65370.0,461.0,4737.0,1.0,71.0,22.0,112.0,120.5,81.0,29.0,2,3,13,1,0,1,2
43.0,0,0,1,1,20194.0,47.0,4964.0,64.0,0.0,4.0,7.0,11.0,10.0,15.0,2,0,3,2,0,6,0
46.0,4,0,1,2,42473.0,144.0,4537.0,72.0,93.0,1.0,21.0,0.0,4.0,25.0,2,1,4,3,0,5,0
54.0,2,1,0,0,64590.0,1338.0,5028.0,98.0,920.0,81.0,168.0,36.0,46.0,30.0,9,4,10,1,0,6,2
63.0,2,1,1,1,71232.0,917.0,4618.0,91.0,653.0,17.0,170.0,34.0,26.0,17.0,11,2,10,2,0,7,1
51.0,2,1,1,2,34600.0,318.0,4949.0,8.0,199.0,33.0,60.0,8.0,3.0,15.0,5,2,5,5,0,8,1
55.0,2,0,1,2,46904.0,253.0,5008.0,20.0,153.0,4.0,56.0,0.0,9.0,31.0,5,1,4,4,0,8,1
49.0,2,1,1,1,49094.0,502.0,5051.0,6.0,376.0,0.0,38.0,11.0,8.0,69.0,6,3,6,5,0,6,1
39.0,2,1,1,1,36075.0,119.0,4607.0,54.0,46.0,0.0,30.0,12.0,1.0,30.0,2,0,4,1,0,6,0
43.0,1,1,1,2,60839.0,1250.0,5075.0,72.0,600.0,21.0,128.0,120.5,81.0,126.5,2,2,12,13,0,8,1
43.0,2,1,1,1,77298.0,969.0,4644.0,46.0,425.0,81.0,292.0,23.0,35.0,79.0,6,6,11,1,0,3,2
72.0,2,1,1,2,34026.0,76.0,4733.0,11.0,18.0,6.0,15.0,12.0,8.0,17.0,2,1,3,3,0,5,0
59.0,4,0,1,2,48918.0,62.0,4483.0,21.0,52.0,0.0,9.0,0.0,0.0,1.0,1,0,4,2,0,4,0
60.0,1,1,0,0,82122.0,1382.0,4723.0,89.0,734.0,22.0,350.0,120.5,25.0,100.0,3,9,13,1,1,1,2
46.0,2,0,1,1,37697.0,84.0,4547.0,82.0,34.0,6.0,21.0,11.0,4.0,8.0,2,1,3,1,0,6,0
70.0,2,1,1,2,34074.0,255.0,4756.0,69.0,135.0,1.0,41.0,10.0,1.0,67.0,3,3,3,5,1,6,1
62.0,3,1,1,2,28520.0,43.0,4785.0,55.0,11.0,0.0,10.0,0.0,2.0,20.0,1,1,2,1,0,6,0
67.0,2,0,1,1,62535.0,398.0,4674.0,13.0,163.0,48.0,90.0,0.0,45.0,52.0,3,2,8,1,0,3,1
45.0,3,0,1,1,36273.0,76.0,4479.0,80.0,29.0,3.0,30.0,3.0,2.0,9.0,3,0,3,2,0,6,0
58.0,2,1,1,2,63404.0,902.0,4428.0,97.0,734.0,26.0,70.0,11.0,44.0,17.0,6,3,4,2,1,4,1
41.0,1,1,1,1,75774.0,823.0,4463.0,27.0,340.0,21.0,134.0,120.5,14.0,56.0,7,5,8,1,0,4,2
46.0,2,1,1,1,78416.0,1179.0,4407.0,99.0,453.0,38.0,279.0,120.5,38.0,126.5,7,7,10,2,0,3,2
48.0,2,1,1,1,75702.0,1921.0,5028.0,87.0,1073.0,0.0,556.0,120.5,37.0,37.0,10,5,13,1,1,6,1
71.0,3,1,1,2,59385.0,185.0,4832.0,85.0,135.0,0.0,10.0,0.0,4.0,36.0,3,1,4,2,0,5,0
56.0,2,0,1,2,37070.0,433.0,4871.0,30.0,231.0,7.0,137.0,4.0,15.0,39.0,5,1,8,9,0,7,1
71.0,2,1,1,2,44689.0,34.0,4575.0,82.0,18.0,0.0,5.0,0.0,0.0,11.0,1,1,2,2,1,7,0
64.0,2,1,1,1,53977.0,907.0,4791.0,21.0,620.0,16.0,165.0,0.0,24.0,82.0,5,5,12,5,0,5,1
56.0,4,0,1,2,7144.0,416.0,4609.0,92.0,81.0,4.0,33.0,5.0,2.0,126.5,23,1,1,0,0,0,1
58.0,2,0,1,2,18701.0,44.0,4795.0,95.0,12.0,4.0,2.0,10.0,6.0,10.0,2,0,4,4,0,5,0
66.0,2,1,0,0,90369.0,1588.0,4467.0,2.0,292.0,51.0,556.0,120.5,23.0,17.0,4,6,6,1,0,1,2
48.0,4,0,0,0,63159.0,1797.0,5006.0,74.0,965.0,34.0,556.0,89.0,81.0,37.0,3,5,8,1,1,3,2
56.0,2,1,1,2,37758.0,40.0,5038.0,49.0,27.0,2.0,10.0,0.0,0.0,1.0,1,0,3,2,0,8,0
59.0,4,0,1,1,46757.0,1143.0,4995.0,71.0,777.0,30.0,163.0,0.0,51.0,122.0,4,4,7,6,0,9,1
53.0,3,1,0,0,79734.0,914.0,4406.0,72.0,572.0,8.0,232.0,23.0,62.0,17.0,4,3,6,1,1,1,2
30.0,2,1,0,0,63207.0,1502.0,4930.0,68.0,438.0,81.0,556.0,91.0,81.0,70.0,2,3,6,1,1,7,2
68.0,2,0,1,1,72071.0,1338.0,4905.0,4.0,531.0,69.0,300.0,120.5,81.0,126.5,5,4,8,3,0,2,2
39.0,4,1,1,1,21840.0,27.0,4748.0,80.0,17.0,0.0,9.0,0.0,0.0,1.0,1,0,3,1,0,9,0
40.0,1,1,1,1,58582.0,763.0,4679.0,15.0,402.0,35.0,106.0,101.0,77.0,42.0,9,2,9,2,1,5,1
71.0,2,0,0,0,72282.0,1331.0,4750.0,70.0,503.0,27.0,419.0,90.0,81.0,126.5,5,7,9,1,0,7,2
66.0,2,1,1,2,50387.0,525.0,4707.0,91.0,369.0,9.0,87.0,12.0,14.0,34.0,6,2,8,3,0,5,1
61.0,4,1,1,2,32583.0,9.0,4419.0,10.0,5.0,0.0,3.0,0.0,0.0,1.0,1,0,2,1,0,7,0
60.0,2,1,1,1,62568.0,953.0,4488.0,99.0,362.0,17.0,398.0,80.0,35.0,61.0,5,3,5,3,1,4,1
51.0,3,0,1,2,44635.0,68.0,4666.0,25.0,56.0,0.0,9.0,0.0,0.0,3.0,2,0,3,2,0,7,0
51.0,3,0,1,2,33316.0,131.0,4673.0,34.0,79.0,1.0,31.0,4.0,4.0,12.0,2,1,4,3,0,6,0
54.0,2,1,1,1,63967.0,882.0,4729.0,57.0,387.0,81.0,141.0,73.0,35.0,126.5,4,4,12,3,0,2,2
44.0,1,1,0,0,52513.0,1149.0,5068.0,84.0,367.0,17.0,241.0,104.0,81.0,126.5,9,5,9,2,0,7,2
53.0,2,1,1,1,25293.0,37.0,4692.0,51.0,15.0,0.0,11.0,0.0,2.0,9.0,1,1,2,1,0,8,0
57.0,4,0,1,1,54111.0,388.0,4713.0,97.0,267.0,6.0,54.0,8.0,3.0,50.0,5,2,6,2,0,5,1
36.0,2,1,0,0,78394.0,1428.0,4904.0,13.0,298.0,27.0,556.0,120.5,24.0,126.5,4,6,5,1,0,2,2
64.0,3,1,0,0,80739.0,1633.0,4807.0,92.0,674.0,81.0,556.0,39.0,0.0,92.0,3,11,9,1,0,1,2
47.0,3,1,1,1,22669.0,173.0,4808.0,30.0,16.0,14.0,36.0,37.0,22.0,48.0,4,1,2,3,0,9,0
35.0,2,0,1,1,29236.0,99.0,4669.0,30.0,37.0,4.0,24.0,16.0,9.0,9.0,4,0,3,2,0,9,0
63.0,2,1,1,1,44911.0,215.0,4876.0,11.0,159.0,0.0,22.0,2.0,1.0,31.0,4,1,4,3,0,7,0
60.0,4,1,1,1,54693.0,929.0,4902.0,72.0,686.0,17.0,142.0,23.0,26.0,35.0,6,4,13,8,0,6,1
48.0,2,1,1,1,48186.0,219.0,4506.0,39.0,97.0,3.0,66.0,12.0,7.0,34.0,4,1,4,3,0,7,0
45.0,2,1,1,2,54809.0,174.0,4696.0,0.0,63.0,6.0,57.0,13.0,13.0,22.0,2,1,5,4,0,4,0
44.0,2,1,1,2,41580.0,92.0,4971.0,15.0,56.0,5.0,24.0,4.0,0.0,3.0,2,1,3,3,0,5,0
52.0,4,1,0,0,80336.0,1052.0,4698.0,12.0,209.0,19.0,456.0,120.5,81.0,66.0,2,9,13,1,0,1,2
65.0,2,1,1,1,47743.0,275.0,4869.0,56.0,198.0,2.0,43.0,0.0,12.0,20.0,4,1,6,3,1,6,1
67.0,1,1,1,1,62972.0,587.0,5100.0,39.0,313.0,15.0,47.0,20.0,0.0,126.5,7,4,3,2,0,6,1
68.0,4,0,1,1,57333.0,1662.0,5050.0,55.0,941.0,14.0,397.0,76.0,58.0,126.5,8,5,9,11,0,6,1
40.0,4,1,1,1,32313.0,159.0,4908.0,60.0,86.0,4.0,56.0,2.0,4.0,7.0,4,0,4,3,0,9,0
69.0,3,0,0,0,84953.0,1024.0,4796.0,73.0,167.0,48.0,556.0,63.0,72.0,72.0,3,10,4,1,3,2,2
54.0,3,0,1,1,27071.0,35.0,4472.0,90.0,8.0,3.0,19.0,0.0,2.0,3.0,2,0,3,2,0,6,0
65.0,3,1,0,0,68148.0,1042.0,4707.0,86.0,389.0,66.0,408.0,37.0,57.0,85.0,4,4,6,1,0,2,2
57.0,3,1,1,2,65735.0,395.0,4609.0,37.0,239.0,7.0,119.0,4.0,15.0,11.0,6,2,6,5,0,7,1
47.0,4,1,0,0,86836.0,557.0,5060.0,7.0,179.0,21.0,273.0,0.0,21.0,63.0,6,10,6,1,3,5,2
59.0,4,1,1,2,4023.0,9.0,4411.0,29.0,5.0,0.0,1.0,1.0,1.0,1.0,0,0,0,15,0,19,0
32.0,2,1,0,0,30093.0,69.0,4761.0,19.0,2.0,6.0,28.0,13.0,4.0,16.0,2,0,3,1,0,7,0
56.0,4,1,1,1,57705.0,486.0,4574.0,14.0,383.0,0.0,53.0,6.0,4.0,40.0,8,1,6,3,0,6,1
34.0,2,0,1,1,25008.0,34.0,4552.0,72.0,2.0,8.0,8.0,6.0,1.0,9.0,1,0,3,2,0,8,0
27.0,1,0,0,0,83257.0,1365.0,5054.0,56.0,536.0,27.0,556.0,38.0,81.0,67.0,5,10,12,1,2,6,2
47.0,2,1,1,1,22280.0,13.0,4811.0,85.0,2.0,1.0,4.0,3.0,1.0,2.0,1,0,2,1,0,8,0
44.0,4,1,0,0,72159.0,1401.0,5013.0,62.0,322.0,53.0,556.0,34.0,40.0,53.0,4,6,10,1,0,2,2
61.0,2,1,0,0,64260.0,1574.0,4939.0,1.0,539.0,81.0,556.0,20.0,0.0,30.0,4,5,4,1,0,3,2
38.0,4,0,0,0,82733.0,1323.0,4697.0,28.0,712.0,50.0,420.0,65.0,38.0,38.0,8,4,7,1,0,4,2
51.0,3,0,1,1,74290.0,1217.0,4726.0,70.0,1121.0,0.0,72.0,0.0,12.0,12.0,10,8,10,4,2,6,1
71.0,3,0,1,3,58217.0,103.0,4994.0,84.0,68.0,1.0,13.0,3.0,5.0,13.0,2,0,4,1,0,6,0
46.0,3,1,0,0,21024.0,84.0,4765.0,89.0,36.0,4.0,18.0,6.0,2.0,18.0,2,0,4,1,0,7,0
50.0,4,1,0,0,70116.0,1536.0,4924.0,73.0,707.0,44.0,556.0,95.0,58.0,29.0,2,8,12,1,0,1,2
37.0,2,1,1,1,54006.0,581.0,5054.0,42.0,174.0,77.0,203.0,6.0,24.0,97.0,8,1,7,2,0,7,1
56.0,4,1,1,1,69063.0,928.0,5004.0,16.0,666.0,35.0,124.0,69.0,8.0,26.0,5,3,5,1,0,3,1
47.0,1,0,0,0,11448.0,14.0,4601.0,16.0,0.0,0.0,0.0,6.0,2.0,6.0,1,0,2,1,0,6,0
43.0,2,0,1,1,61825.0,424.0,4731.0,56.0,162.0,50.0,100.0,55.0,30.0,27.0,4,2,8,1,0,4,1
51.0,2,1,1,1,70886.0,960.0,4663.0,65.0,407.0,70.0,239.0,103.0,81.0,53.0,5,4,4,1,0,2,2
40.0,2,1,0,0,69109.0,1555.0,5002.0,10.0,823.0,25.0,459.0,120.5,29.0,95.0,6,6,7,1,1,4,2
49.0,2,0,1,2,60208.0,656.0,5035.0,13.0,488.0,23.0,71.0,15.0,0.0,59.0,8,3,7,11,1,7,1
54.0,3,1,1,2,32889.0,55.0,4701.0,78.0,28.0,0.0,13.0,4.0,2.0,8.0,2,1,3,3,0,5,0
38.0,2,0,1,1,34738.0,20.0,4454.0,51.0,3.0,2.0,10.0,3.0,0.0,2.0,1,0,3,1,0,6,0
51.0,3,1,1,1,30538.0,367.0,5041.0,27.0,284.0,0.0,52.0,8.0,3.0,20.0,9,0,4,4,0,10,1
45.0,1,1,0,0,82326.0,2257.0,4516.0,30.0,938.0,81.0,556.0,120.5,81.0,126.5,5,10,6,1,3,2,2
55.0,4,0,1,1,26642.0,42.0,4525.0,71.0,13.0,2.0,15.0,2.0,2.0,8.0,2,0,3,2,0,6,0
58.0,2,0,1,1,69932.0,1049.0,4787.0,97.0,412.0,81.0,153.0,120.5,81.0,57.0,7,6,11,2,0,4,2
50.0,2,0,1,2,44503.0,48.0,4479.0,83.0,31.0,1.0,8.0,0.0,0.0,8.0,2,0,3,2,0,6,0
74.0,4,0,1,1,60200.0,685.0,4948.0,3.0,502.0,19.0,132.0,0.0,6.0,26.0,6,2,11,6,0,6,1
70.0,2,0,1,1,49638.0,39.0,4476.0,71.0,18.0,10.0,3.0,3.0,5.0,0.0,1,0,3,1,0,2,0
35.0,1,0,0,0,23830.0,43.0,4547.0,3.0,1.0,8.0,6.0,4.0,8.0,16.0,1,0,3,1,0,7,0
63.0,3,0,0,0,33051.0,835.0,5087.0,15.0,100.0,71.0,243.0,108.0,81.0,126.5,9,1,8,3,0,9,1
64.0,2,1,0,0,72905.0,1515.0,4564.0,52.0,407.0,81.0,445.0,120.5,81.0,126.5,3,7,9,1,1,1,2
71.0,4,1,1,1,69702.0,1039.0,4900.0,8.0,664.0,9.0,240.0,50.0,19.0,57.0,7,7,10,2,0,4,1
47.0,2,0,1,1,70300.0,1596.0,4754.0,89.0,1045.0,61.0,338.0,60.0,46.0,46.0,5,5,13,3,0,8,1
38.0,4,1,0,0,70643.0,1828.0,5027.0,66.0,1218.0,81.0,304.0,23.0,81.0,33.0,5,8,4,1,0,6,2
53.0,4,1,1,1,30396.0,34.0,4465.0,22.0,15.0,0.0,6.0,0.0,1.0,12.0,1,1,2,2,1,7,0
54.0,4,0,1,1,50616.0,149.0,4477.0,56.0,128.0,0.0,16.0,0.0,1.0,4.0,4,0,4,2,0,7,0
